,Name,Time,Num_Reviews,Title,Content,Rating
0,Martin Holden,2018-11-24,31,Facebook used to be good but not anymore,"I have been on Facebook many years but over the last year or two I have watched it turn into a horrible platform. Randomly my account likes and follows pages and people I would not follow even if you paid me too, they block links and posts even if they are relevant to a subject. they show scam adverts and even when you click report as scam and block the ads facebook says ""sorry, we wont show you this ad again"" yeah the same ad will be back on your feed within an hour. these are not just possible scam ads they allow they are well known easy to verify as scams and facebook refuse to block them",1
0,Dany Jackson,2018-11-23,7,Decent social media platform,"Facebook has allowed me to connect to multiple people i haven't seen in ages, which is a big plus. However, it seems like now the ""best"" way to solve issues or expose problems is posting them on FB. A social media platform is now of high relevance in the world, which should not be the case...",3
1,Trevor Carver,2018-11-20,3,Facebook is the great platform for…,Facebook is the great platform for marketing. Most of my business profit came from Facebook. Facebook still needs to improve a lot. Keep upgrading new ideas.,4
2,Lewis Oliver,2018-11-19,10,Stop the censorship!,"Censoring posts for no reason, what has become of you facebook? Considering harmless things offensive...maybe people need thick skin...",2
3,Raz,2018-11-16,37,Facebook is a social media website,"Facebook is a social media website. In which billions of users joining everyday, however due to the amount of people that’s joining Facebook every day, Facebook is getting easier to get hacked, like Yahoo! For example——— I’ll give Facebook, three stars ———",3
4,David Jenkin,2018-11-16,3,I just wanted to open a Facebook account…,"I just wanted to open a Facebook account to get notifications on some jazz gigs. I have no other use for it. Facebook demanded I send them a photograph (which I did) and then disabled my new account. I have no idea why, they do not contact you and leave you none the wiser. There seems to be no meaningful way to connect with their security people and resolve the issue. I tried creating another account with a different email address, exact same thing happened. Company is mad.",1
5,Konepig,2018-11-14,6,The Death of Facebook,"I grew my page from one follower to just under 40,000 over a period of just over five years.  At this point, Facebook stopped showing my posts to 7/8 of my followers (despite them electing to see them), but have generously offered me the option to pay for my followers to continue seeing the posts they have already elected to see.  It's easy to forget that I'm already doing this at considerable cost for zero financial return, so I'm justifiably reluctant to pay to promote my stuff which is already free. Meanwhile, I'm looking through my feed and all I'm seeing is ads, ads, and more ads, which I do not consider to be social network content.  So now not only can I no longer use this as a platform for my own photos, but I don't even want to trawl through the crap in my feed because it's literally 1/4 ads now (I just counted them).",1
6,Mark Boucher,2018-11-14,3,Facebook was once a great social app…,Facebook was once a great social app but now they are just the news provider and a place for marketing. I wish Facebook resume back to older days.,1
7,Ralph Purves,2018-11-14,7,Where do I start ? Shocking company !,"I remember when Facebook was SOCIAL media. Now it's just a never ending scroll of ads and bilge ! Personal data abuse and social engineering have meant I no longer use it ( and I'm not the only one ). There is no level to which this company wont stoop in order to monitise your data for themselves. Be warned, you simply cant take them or they're insincere apologies seriously. Btw look at they're tax arrangements to see what they are all about. Trust them at your own risk !",1
8,Macullam,2018-11-13,10,facebook is not the best social app and…,facebook is not the best social app and i agree with lot users that they steal or information. stay way from them.,2
9,Russel Shwartz,2018-11-13,5,Too much censorship..,"Stuff is being censored for no reason, no nudity/pornographic content and yet some snowflakes reporting it gets it removed. Go eat a rotten potato Zuckberg!",1
10,Neil ,2018-11-10,4,SHAME ON YOU FACEBOOK!,"Being an older person, i have avoided using social media, but unfortunately many clubs & societies now seem to think they need to use FB to communicate with members. So reluctantly i signed up. Next time i logged in it said my account was disabled - no information as to why. I found an 'appeal' form, added my details and legitimate ID. NO RESPONSE FROM FACEBOOK.I tried again, explaining i had already tried to contact them, again, NO RESPONSE FROM FACEBOOK.In frustration at the inconvenience, i tried to create an account using one of my other email addresses. The same thing happened - disabled. Again, i appealed, twice, explaining fully the chain of events and attached ID. Again, NO RESPONSE FROM FACEBOOK I then submitted the form again, but said i wanted them to delete all data held on me, my private ID etc and confirm the had done so, as they have no right to keep it as  they are not prepared to offer any service to me. Again, NO RESPONSE FROM FACEBOOK!!!!!!!!Having worked in a customer facing role for over 30 years, i just can't start to comprehend such rudeness and disrespect towards customers, it is truly appalling; it's like they have become so big and arrogant that they really don't care. SHAME ON YOU FACEBOOK! You don't deserve to be in business.",1
